0.10,0.10,28.52,21.73,2.00,133.00,0.97,733
0.10,0.30,31.50,27.14,2.00,197.00,0.97,728
0.10,0.50,39.34,45.02,2.00,612.00,0.98,774
0.30,0.10,30.53,27.62,2.00,245.00,0.98,780
0.30,0.30,35.70,38.62,2.00,288.00,0.99,885
0.30,0.50,44.97,59.95,2.00,634.00,1.00,972
0.50,0.10,30.77,28.58,2.00,231.00,0.98,870
0.50,0.30,35.30,41.92,3.00,260.00,1.00,989
0.50,0.50,37.73,39.76,2.00,278.00,1.00,1000
