0.10,0.10,35.94,23.42,2.00,117.00,0.96,597
0.10,0.30,40.00,31.82,2.00,242.00,0.96,621
0.10,0.50,46.15,51.05,3.00,597.00,0.96,683
0.30,0.10,36.70,28.52,2.00,223.00,0.96,670
0.30,0.30,51.54,49.90,2.00,301.00,0.98,842
0.30,0.50,75.71,96.45,3.00,791.00,1.00,964
0.50,0.10,41.13,36.87,2.00,217.00,0.97,757
0.50,0.30,61.55,75.48,4.00,668.00,1.00,978
0.50,0.50,62.93,63.18,4.00,485.00,1.00,1000
