0.10,0.10,32.03,23.18,2.00,142.00,0.97,705
0.10,0.30,34.99,29.19,3.00,233.00,0.97,701
0.10,0.50,42.49,49.78,2.00,369.00,0.97,750
0.30,0.10,32.58,28.25,2.00,220.00,0.98,773
0.30,0.30,41.59,43.63,2.00,365.00,0.99,902
0.30,0.50,49.87,61.39,2.00,523.00,1.00,980
0.50,0.10,31.58,30.62,2.00,271.00,0.98,840
0.50,0.30,39.09,43.47,2.00,276.00,1.00,982
0.50,0.50,42.18,43.77,2.00,292.00,1.00,1000
