0.10,0.10,31.74,23.06,2.00,124.00,0.97,683
0.10,0.30,34.76,27.08,2.00,198.00,0.97,700
0.10,0.50,46.65,61.84,2.00,559.00,0.97,715
0.30,0.10,35.23,29.41,2.00,311.00,0.97,691
0.30,0.30,43.95,43.24,3.00,328.00,0.98,854
0.30,0.50,61.19,76.73,2.00,583.00,1.00,964
0.50,0.10,36.13,33.42,2.00,246.00,0.98,799
0.50,0.30,48.27,56.76,3.00,600.00,1.00,979
0.50,0.50,53.78,56.54,4.00,430.00,1.00,1000
